,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
212192,13,3,7314.63,1961148845,45954.0,38639.37,1150075489,0.0,0.0,0,0
4005352,298,0,118888.81,1255400403,410543.55,529432.36,2030733619,1607837.66,1488948.85,0,0
433905,18,4,997503.39,1791113559,0.0,0.0,293257712,3458652.56,4456155.95,0,0
4750019,333,0,232191.2,785033790,304302.0,536493.2,133716916,34408.96,0.0,0,0
3284081,252,1,214282.14,1080622146,20689.0,0.0,812257459,0.0,214282.14,0,0
3914652,284,3,3073.27,1508596799,4960.15,1886.87,481655892,0.0,0.0,0,0
5038043,354,0,121190.3,1873069147,21052.0,142242.3,1261205355,290165.91,168975.61,0,0
3164455,237,3,2940.63,1914155976,0.0,0.0,30753619,0.0,0.0,0,0
921059,43,3,13580.71,1588261559,0.0,0.0,673441161,0.0,0.0,0,0
653632,35,1,367582.96,2104648519,680.0,0.0,1075798794,2640396.86,3007979.82,0,0
4919866,350,0,43292.19,1656014462,5596.0,48888.19,53076114,0.0,0.0,0,0
5127862,356,3,908.06,1889487836,27240.0,26331.94,1815247829,0.0,0.0,0,0
2139519,184,1,237585.61,967471325,10926.0,0.0,1412765467,45418.13,283003.74,0,0
1290035,135,3,1782.99,988209125,0.0,0.0,2013132443,0.0,0.0,0,0
2985553,231,3,12423.31,1730923838,0.0,0.0,482647325,0.0,0.0,0,0
6174207,564,3,19175.22,13109700,0.0,0.0,1485433748,0.0,0.0,0,0
2884840,228,3,55485.36,779005392,0.0,0.0,1661856111,0.0,0.0,0,0
1436083,140,1,458351.99,840258860,28588.0,0.0,1549886194,1557466.34,2015818.33,0,0
2796732,216,3,2679.96,1863408554,0.0,0.0,912292144,0.0,0.0,0,0
240058,14,1,203975.9,2008848661,42983.0,0.0,996350141,3517364.57,4054201.99,0,0
608059,34,1,213516.71,2050835051,19480.0,0.0,983550824,249859.89,708518.27,0,0
3473633,258,1,317297.39,1763712770,171.0,0.0,1877282507,0.0,317297.39,0,0
2419111,202,0,46648.32,1685941558,42719.0,89367.32,782994449,31858.28,0.0,0,0
3277482,251,0,93858.0,1406763021,9137080.71,9230938.71,2145173613,1537547.37,1443689.37,0,0
1568496,155,3,853.89,416125993,339776.22,338922.33,1805331441,0.0,0.0,0,0
424272,18,3,6162.13,1188216738,190776.55,184614.42,23273787,0.0,0.0,0,0
5993262,420,3,27770.4,1084184181,0.0,0.0,146783525,0.0,0.0,0,0
2247333,186,0,125365.74,1263645432,1373.0,126738.74,1555147939,0.0,0.0,0,0
6345442,692,1,246188.54,2117721185,120753.0,0.0,652215948,274458.04,520646.58,0,0
1153897,131,0,254565.31,1302964750,82360.0,336925.31,1945892969,1573161.86,1318596.55,0,0
1016885,47,3,12387.65,1071804640,61344.0,48956.35,804327817,0.0,0.0,0,0
1586111,155,0,33314.32,631738625,137.0,33451.32,1493217392,0.0,0.0,0,0
3206271,249,1,319513.24,712744009,331.0,0.0,1816672387,218460.44,537973.67,0,0
4271008,307,3,8177.36,2000581412,0.0,0.0,337063344,0.0,0.0,0,0
568001,23,3,7772.53,1144978508,0.0,0.0,1830736796,0.0,0.0,0,0
794217,40,2,1766.24,1799058996,0.0,0.0,1158847803,675404.49,677170.73,0,0
4262364,306,1,74851.89,449658557,101236.0,26384.11,1417904987,107981.3,182833.19,0,0
4841254,347,1,33453.61,1998180129,4856.0,0.0,830705107,0.0,33453.61,0,0
281287,15,0,272865.38,1550622258,21706.0,294571.38,416227413,23119.91,0.0,0,0
29321,8,0,312224.07,456595231,6292159.62,6604383.69,1014923261,1378636.56,1434633.69,0,0
1625298,157,1,185719.68,737785033,38748.0,0.0,1402469898,0.0,185719.68,0,0
5162286,357,1,203600.15,998895198,0.0,0.0,532936741,2181799.08,2385399.23,0,0
394526,18,0,119869.2,1947913858,10228.0,130097.2,1979253644,91578.06,0.0,0,0
3603947,263,0,24940.71,1968607067,3860761.92,3885702.63,1376995147,658067.89,633127.17,0,0
742836,38,3,9337.54,790954349,12577.0,3239.46,1273914463,0.0,0.0,0,0
2046119,181,3,5095.63,158886228,3364.78,0.0,969459681,0.0,0.0,0,0
4286192,307,1,72470.03,973321126,10783.0,0.0,146390422,1512708.97,1585179.0,0,0
2510940,205,3,5464.89,1214825579,0.0,0.0,1436397788,0.0,0.0,0,0
3809647,281,4,626668.16,1270194277,0.0,0.0,21727231,740073.42,1366741.58,0,0
142923,11,1,117516.27,493193784,0.0,0.0,2030602460,1135629.28,994972.88,0,0
3893069,284,0,93464.78,691212894,24007.0,117471.78,964266877,518619.62,425154.84,0,0
5590200,394,0,107719.89,588147824,11165.0,118884.89,1142258580,0.0,0.0,0,0
3316239,252,0,12194.72,645089839,10748152.4,10760347.12,272856573,28940.1,16745.38,0,0
2435249,203,4,991070.18,1056663137,9612.0,0.0,1948717954,0.0,991070.18,0,0
3142732,236,0,37832.54,1777586520,3041253.29,3079085.83,2103847403,777917.01,740084.47,0,0
4468528,324,3,16060.96,722262921,15181.38,0.0,1525367271,0.0,0.0,0,0
5127120,356,0,151047.02,1506383315,5405735.21,5556782.24,150094360,531993.51,380946.48,0,0
4553120,327,3,9632.72,1056527506,0.0,0.0,460249933,0.0,0.0,0,0
3330914,253,1,796.87,1216852573,0.0,0.0,2141879417,6223855.2,6224652.07,0,0
2458632,203,0,186357.56,750552545,6905392.85,7091750.42,1314990685,401043.37,214685.81,0,0
6295911,670,3,45469.83,487427611,0.0,0.0,1002717173,0.0,0.0,0,0
4641661,330,3,20255.27,1898378166,140726.99,120471.72,107666387,0.0,0.0,0,0
4013815,299,0,344471.68,556563766,152879.0,497350.68,1412657912,1232315.91,887844.23,0,0
3174392,238,1,173286.75,1670453773,8091.52,0.0,2143065085,2696635.76,2869922.51,0,0
3987179,298,0,168631.81,61436020,713.0,169344.81,983386537,391436.04,222804.23,0,0
735741,38,1,611094.76,60996804,255.0,0.0,1084435493,60827.45,671922.22,0,0
1539834,154,3,14944.64,2113524806,0.0,0.0,2083971881,0.0,0.0,0,0
3296052,252,3,8736.29,1399263997,20571.0,11834.71,606865515,0.0,0.0,0,0
3079526,235,4,99054.68,1012893991,7270.54,0.0,1811041014,1083968.01,1183022.69,0,0
5764300,400,4,4740015.25,1495469465,0.0,0.0,1791017898,6435707.24,11175722.49,0,0
715045,37,3,6482.43,1993370091,324064.11,317581.68,449201247,0.0,0.0,0,0
2575397,207,4,404871.78,37734073,0.0,0.0,1212208609,627796.58,1032668.36,0,0
1940350,177,1,127546.09,1083184456,20366.0,0.0,2107270,0.0,127546.09,0,0
2425270,202,0,220300.44,1525090382,5004.0,225304.44,185966697,406216.29,185915.85,0,0
3580692,261,3,2352.6,573391939,11432.37,9079.76,609239939,0.0,0.0,0,0
365904,17,3,18139.86,1080881284,63145.24,45005.38,303395945,0.0,0.0,0,0
5674706,397,3,18707.11,440259165,0.0,0.0,1715802617,0.0,0.0,0,0
1079627,129,0,252858.4,2131649869,45491.0,298349.4,1245294252,23420.84,0.0,0,0
6167244,552,3,7566.73,1725410314,21412.0,13845.27,254169104,0.0,0.0,0,0
792022,40,3,5641.41,277658006,31259.0,25617.59,1180174059,0.0,0.0,0,0
186210,13,3,9605.15,1582099229,4576.0,0.0,301958105,0.0,0.0,0,0
4774262,335,3,5697.7,1502774689,22239.0,16541.3,483738208,0.0,0.0,0,0
535493,21,3,24757.77,1901404944,10633.0,0.0,2020754265,0.0,0.0,0,0
1549737,154,1,170397.39,808722781,145.0,0.0,511702744,509511.78,679909.17,0,0
5313653,373,1,194878.03,2070411458,0.0,0.0,150167065,202823.14,397701.17,0,0
1182981,132,1,98532.79,1128408995,0.0,0.0,1379134154,173393.57,271926.36,0,0
1146781,131,3,10496.66,1491100585,381864.82,371368.15,747224675,0.0,0.0,0,0
3220929,250,3,11235.91,1672749311,71925.0,60689.09,502989620,0.0,0.0,0,0
4619707,329,1,157116.8,1084699940,9634.64,0.0,697016859,902332.37,1059449.17,0,0
3706540,277,0,117322.7,1981936718,0.0,117322.7,701120044,217723.71,100401.01,0,0
6189745,570,3,9803.03,688748948,50161.0,40357.97,1810889207,0.0,0.0,0,0
148281,12,1,218820.21,1193335378,38974.0,0.0,563567188,1240119.96,931498.85,0,0
2609188,208,1,15217.31,99019352,0.0,0.0,124336645,252731.62,267948.93,0,0
6226432,590,0,64360.09,228534632,2638800.1,2703160.19,1389447673,1049878.52,985518.43,0,0
4381557,311,3,44373.07,192622223,0.0,0.0,563902171,0.0,0.0,0,0
636899,35,1,178560.42,1060863546,0.0,0.0,1425842663,756896.55,935456.97,0,0
2236480,186,1,283863.53,1906976858,0.0,0.0,2142268918,510688.71,794552.24,0,0
4867742,348,4,1375944.23,334726443,0.0,0.0,231492042,5491780.64,6867724.86,0,0
4953104,351,1,205943.93,78445140,0.0,0.0,263484607,5121363.02,5327306.95,0,0
353294,17,1,273441.12,867886605,8057.0,0.0,2053726978,0.0,273441.12,0,0
4628952,329,1,189734.59,603755600,62825.6,0.0,2107861121,5480487.79,5670222.38,0,0
4530331,326,1,47493.88,1271127332,31053.0,0.0,1426931562,78061.06,125554.93,0,0
3082939,235,1,143412.55,1993440457,91360.12,0.0,1096725120,770630.03,914042.58,0,0
6190819,571,0,128875.07,116768837,111.0,128986.07,1642292043,0.0,0.0,0,0
4846330,347,4,3143713.84,880168440,33859.19,0.0,1185771891,36938398.25,40082112.09,0,0
4168025,304,1,45949.98,1764822652,0.0,0.0,1260559205,770167.61,816117.6,0,0
1427446,139,3,10815.4,1203116421,337.0,0.0,1011716602,0.0,0.0,0,0
4027788,299,1,186363.99,2038487525,100631.0,0.0,597024599,174545.93,360909.93,0,0
2903881,228,0,73809.93,2113494098,17393.0,91202.93,1917314329,0.0,0.0,0,0
1338048,137,1,287785.5,1444281041,724.0,0.0,1842594238,0.0,287785.5,0,0
5951125,405,1,256725.73,250417292,0.0,0.0,1177368275,474320.29,731046.01,0,0
5389278,377,0,294585.94,812528907,3722937.15,4017523.1,1651858865,524757.11,230171.17,0,0
5448461,379,3,3760.02,894486066,30983.0,27222.98,1162509809,0.0,0.0,0,0
5401233,377,3,17482.67,1696037846,291358.21,273875.54,1631392404,0.0,0.0,0,0
1025919,48,3,11416.16,1524824657,9530.0,0.0,1916057983,0.0,0.0,0,0
140188,11,1,70003.32,1818319468,0.0,0.0,1784469037,576726.91,1029112.33,0,0
220023,14,3,6614.91,1212568609,0.0,0.0,1129610537,0.0,0.0,0,0
1760530,161,3,4473.2,1944743436,0.0,0.0,735086044,0.0,0.0,0,0
19373,8,1,74690.93,841095783,1040.0,0.0,520876240,15828.0,0.0,0,0
5033936,354,3,8415.21,700892122,985471.86,977056.66,1835025836,0.0,0.0,0,0
2964526,231,1,442494.46,478226777,51562.0,0.0,1677494346,832237.09,1274731.55,0,0
2392250,201,0,217885.19,172850486,19442.0,237327.19,1900881698,0.0,0.0,0,0
5310491,373,1,414968.99,758877696,12272.0,0.0,317232442,209096.41,624065.4,0,0
4918382,350,1,279691.09,1278089100,0.0,0.0,2115473097,3117800.58,3397491.68,0,0
2855209,227,3,28878.47,881465247,0.0,0.0,672358317,0.0,0.0,0,0
2127416,183,0,124363.26,1141780017,3109885.48,3234248.73,1780537705,392932.76,268569.51,0,0
2403433,202,1,87896.24,1033405901,0.0,0.0,2117817119,459535.33,547431.57,0,0
134453,11,3,667.57,932343165,542.0,0.0,1214959268,0.0,0.0,0,0
4670620,331,4,3252416.38,639980588,0.0,0.0,1389943602,7642475.48,10894891.86,0,0
3247984,250,3,17717.6,2097760831,2635.0,0.0,15715601,0.0,0.0,0,0
1950853,178,1,5059.75,877911302,30874.0,25814.25,625424625,391147.07,396206.82,0,0
583481,33,3,24411.37,996196603,0.0,0.0,1974884489,0.0,0.0,0,0
1426476,139,1,185489.28,1932095920,0.0,0.0,1185953929,1438723.91,1624213.19,0,0
800732,40,1,40244.41,226706720,127.0,0.0,862839328,0.0,40244.41,0,0
2632225,209,4,411039.31,1669886041,0.0,0.0,1966454489,1897005.67,2308044.98,0,0
1598202,156,1,157205.98,614182426,0.0,0.0,1059150499,703050.57,860256.55,0,0
4424183,322,1,532369.6,1446150055,643.0,0.0,703617100,4650562.22,5182931.82,0,0
3200042,249,4,18851.17,556220332,0.0,0.0,1369360062,206655.48,225506.66,0,0
4922142,350,0,64644.5,1826066763,18410.0,83054.5,1953754901,0.0,0.0,0,0
2755201,212,3,13121.57,1887621707,857.08,0.0,1511504616,0.0,0.0,0,0
1856012,164,4,367851.72,2041587486,0.0,0.0,1817017283,784853.05,1152704.77,0,0
914470,43,1,223121.29,918167107,8151.0,0.0,504378040,0.0,145187.78,0,0
1683060,159,1,306975.24,318685459,554855.0,247879.76,1320968474,200713.19,507688.43,0,0
5422732,378,3,13617.26,802542069,114683.89,101066.63,1462637236,0.0,0.0,0,0
5653477,396,1,6139.27,1242458715,202788.0,196648.73,142307158,821457.9,827597.17,0,0
3995199,298,4,1256366.74,219067814,0.0,0.0,713779328,4765174.26,6021541.01,0,0
909243,43,3,4876.33,1704359706,0.0,0.0,895247804,0.0,0.0,0,0
4055176,300,4,3142583.95,2032285517,564182.79,0.0,275867508,4196874.08,7339458.03,0,0
5860664,402,1,98168.53,486341779,0.0,0.0,1405590742,342736.83,440905.36,0,0
5434501,378,1,232381.53,1066200977,73126.0,0.0,1511712859,0.0,232381.53,0,0
5885910,403,3,5128.92,358949306,0.0,0.0,1969874438,0.0,0.0,0,0
2934760,229,3,19111.96,1743540125,0.0,0.0,2075576001,0.0,0.0,0,0
6293865,669,0,134656.24,152609043,3243202.58,3377858.82,2123104487,1677662.28,1543006.04,0,0
3694728,277,0,279629.21,1669087565,138508.0,418137.21,1345162774,5945886.24,5666257.03,0,0
3783730,280,0,298988.81,37446326,53543.0,352531.81,1000219612,3214988.89,2916000.09,0,0
1345696,137,3,17805.24,966169607,7707.0,0.0,73950597,0.0,0.0,0,0
2960352,230,3,33133.05,672475529,33305.0,171.95,1340098793,0.0,0.0,0,0
2128871,183,1,234797.2,1491382201,429193.61,194396.41,1953575626,3455163.82,3689961.02,0,0
4179346,304,1,284911.45,1158865522,69454.0,0.0,1909021231,291329.57,576241.02,0,0
4625018,329,4,142803.6,1549652339,248.0,0.0,81817614,2736.0,131200.11,0,0
4148054,303,3,3209.37,1017337951,0.0,0.0,525967734,0.0,0.0,0,0
307064,16,3,2226.18,1813770201,0.0,0.0,439240493,0.0,0.0,0,0
513903,20,1,72399.79,1932630732,151927.0,79527.21,2061333967,263069.18,335468.97,0,0
2378414,192,1,16283.18,1962243815,0.0,0.0,369386395,126062.96,142346.14,0,0
5253912,371,3,18863.33,658950032,0.0,0.0,553838564,0.0,0.0,0,0
638790,35,0,197207.6,1590904849,5674038.12,5871245.72,1507414788,602060.48,404852.88,0,0
4488730,324,3,10323.4,394943221,0.0,0.0,1047588090,0.0,0.0,0,0
6323349,688,1,169683.4,2025815268,255834.14,86150.74,1500127330,169961.67,339645.07,0,0
69344,9,3,4140.71,1581919532,596636.94,592496.23,545835875,0.0,0.0,0,0
4015149,299,0,26224.42,900322141,8799110.69,8825335.11,655148472,7533766.43,7507542.01,0,0
3617955,273,3,7080.58,914016306,139045.0,131964.42,728560907,0.0,0.0,0,0
3711937,277,1,90417.09,573030573,15107.0,0.0,2064379851,0.0,90417.09,0,0
5771036,400,4,2546172.41,695970601,5113.0,0.0,680344850,9356809.5,11902981.91,0,0
486622,19,0,274231.84,664881508,6001.0,280232.84,2107812432,0.0,0.0,0,0
859270,41,4,1347617.66,945930083,0.0,0.0,1337109811,2576462.77,3924080.44,0,0
1426559,139,1,124746.6,170049796,10754.0,0.0,1721279809,624945.0,749691.6,0,0
4604514,329,1,491753.95,1317497998,0.0,0.0,505876203,1377064.48,1868818.43,0,0
1627983,157,4,336832.49,2072957557,0.0,0.0,841859160,6075504.5,6412336.98,0,0
688097,36,1,149617.73,505691952,0.0,0.0,2121663783,2174433.89,2324051.61,0,0
6098277,522,3,7753.95,1722146589,982685.0,974931.05,2030113013,0.0,0.0,0,0
6213639,588,3,23567.48,3417889,49598.0,26030.52,1774723385,0.0,0.0,0,0
2161757,184,3,4613.3,1354300436,0.0,0.0,501739455,0.0,0.0,0,0
1722618,160,1,48306.1,2082717472,0.0,0.0,1161222660,289893.34,338199.44,0,0
1130698,131,2,12162.8,1789852586,123.0,0.0,722436469,160299.09,172461.89,0,0
2773325,213,1,380553.54,1617339972,0.0,0.0,1198891746,4285044.4,4665597.93,0,0
1836566,163,1,241713.1,483688064,0.0,0.0,1959862190,299852.55,541565.65,0,0
4484147,324,1,185744.92,1845417042,0.0,0.0,1606296119,437120.05,622864.97,0,0
1103939,130,0,102373.96,361553265,1948905.35,2051279.31,76462271,1136013.34,1033639.38,0,0
1106318,130,1,286787.66,680807195,0.0,0.0,1690808262,4197220.85,4484008.51,0,0
2479111,204,3,15491.83,2095386658,20256.34,4764.52,1573635949,0.0,0.0,0,0
2944461,230,4,696070.2,217116750,412276.0,0.0,739159782,527208.44,1223278.64,0,0
3931544,285,3,43466.82,1221900348,0.0,0.0,208066998,0.0,0.0,0,0
2380528,193,0,70610.36,869800247,2642937.5,2713547.85,1473699572,719649.63,649039.28,0,0
2626354,209,3,2615.84,207446565,0.0,0.0,702527317,0.0,0.0,0,0
4102349,301,1,271715.62,407298619,0.0,0.0,1814563540,8135833.0,8407548.61,0,0
3418284,256,0,81533.51,769972957,353203.0,434736.51,530012382,0.0,0.0,0,0
4452361,323,4,4097279.04,1851701945,0.0,0.0,80486898,9828206.22,13925485.27,0,0
5266440,372,1,72446.53,2036334633,0.0,0.0,1801247478,8006127.44,8078573.97,0,0
1429310,139,3,28062.26,1374972930,0.0,0.0,474190083,0.0,0.0,0,0
4723215,332,1,161018.08,670092745,0.0,0.0,1573579173,224297.53,385315.61,0,0
2161463,184,1,11995.83,609673300,0.0,0.0,1761114881,349990.83,361986.66,0,0
3762525,279,3,107.56,272394047,24704.0,24596.44,1536090880,0.0,0.0,0,0
2051030,181,1,188027.11,1522935986,11610.0,0.0,1754303155,0.0,12536.94,0,0
5517584,380,1,219583.56,846844667,0.0,0.0,783908752,874451.55,1094035.11,0,0
5985104,408,0,178134.53,1164670129,11467080.53,11645215.05,3655538,5488713.87,5310579.34,0,0
5482276,379,3,19822.46,1619300043,238970.37,219147.91,1538765941,0.0,0.0,0,0
5524226,381,4,327958.93,479824794,0.0,0.0,1346154786,475542.29,803501.22,0,0
3026364,233,0,24167.86,690587972,16256.0,40423.86,221923912,3234663.66,3210495.79,0,0
4200859,305,1,69362.52,1518914979,0.0,0.0,1965388173,75242.46,144604.98,0,0
5387875,376,3,20405.82,2139128261,0.0,0.0,426406906,0.0,0.0,0,0
179824,12,3,370.48,255970191,0.0,0.0,1119672882,0.0,0.0,0,0
2757848,212,0,27766.14,1707991424,16699.0,44465.14,477718716,42299.15,14533.01,0,0
3999468,298,0,5000.0,64026344,31129830.38,31134830.38,60352759,630066.53,625066.53,0,0
738492,38,3,15551.0,1945850382,0.0,0.0,1184893007,0.0,0.0,0,0
2530331,205,0,139898.12,455995842,7166391.41,7306289.53,304001605,244667.36,104769.24,0,0
1486925,142,4,22283.24,427636967,62270.0,39986.76,1904322081,195190.84,217474.08,0,0
5940140,404,0,130397.64,1926297971,0.0,130397.64,1148572861,410691.07,280293.43,0,0
5219359,370,3,5087.46,2142953160,482285.27,477197.81,1866540776,0.0,0.0,0,0
5425132,378,0,143415.07,2077806009,21033.0,164448.07,125733497,94282.92,0.0,0,0
1030993,93,1,83599.47,1507043202,12174.0,0.0,176181670,127891.29,211490.75,0,0
1296111,136,3,31171.0,1005908307,0.0,0.0,310668064,0.0,0.0,0,0
2463120,203,1,6326.59,794263814,222644.0,216317.41,771397487,224856.44,231183.03,0,0
3204695,249,4,66835.84,1565657293,0.0,0.0,739425563,1667393.21,1734229.05,0,0
1058563,96,3,4550.66,1216211738,7000.0,2449.34,646072009,0.0,0.0,0,0
6338672,692,3,7775.5,1810467344,0.0,0.0,2106116827,0.0,0.0,0,0
2291415,187,0,233458.71,2014581079,405011.0,638469.71,1860391374,5542498.01,5309039.31,0,0
1563745,155,3,8099.11,1751031826,55896.07,47796.96,400854651,0.0,0.0,0,0
5764341,400,0,203208.52,1046091806,14356.0,217564.52,932214347,7928814.92,7725606.4,0,0
2007393,179,1,214087.36,1232971102,0.0,0.0,151539566,262943.12,477030.48,0,0
2804772,225,4,274821.83,848894408,0.0,0.0,42342953,772647.33,1047469.16,0,0
3007994,232,1,415420.01,2101667405,220.0,0.0,724226481,0.0,415420.01,0,0
5053781,354,3,10099.81,785292264,0.0,0.0,282373849,0.0,0.0,0,0
6063476,503,3,2572.98,1440596627,50727.37,48154.39,345548606,0.0,0.0,0,0
2369420,191,0,162615.9,1317246803,3231180.47,3393796.37,1789404266,1768768.2,1606152.3,0,0
3304410,252,0,10184.95,1480045358,10989275.92,10999460.87,794893766,99319.47,89134.52,0,0
5814885,401,0,64255.54,907029767,29825.0,94080.54,1619127375,117374.6,53119.06,0,0
5897766,403,0,235678.08,285344271,819744.79,1055422.88,1298523080,11475560.88,11239882.79,0,0
6198855,574,3,12233.78,921501758,11581.0,0.0,1247496208,0.0,0.0,0,0
5001185,353,4,949999.4,174376620,52320.0,0.0,85870394,0.0,949999.4,0,0
1993486,179,4,933796.96,1409017731,0.0,0.0,1430351444,1450960.03,2384757.0,0,0
2644910,209,2,2372.07,520006471,0.0,0.0,252017281,2843555.48,2845927.55,0,0
193294,13,1,114114.84,868112034,206.0,0.0,1569736723,593655.22,707770.06,0,0
5937491,404,0,325341.72,255728801,10004.0,335345.72,1283416824,144919.79,0.0,0,0
5623646,395,1,263137.95,912495913,0.0,0.0,1529452402,1715344.52,1978482.47,0,0
2498331,204,0,280826.38,499665002,67858.48,348684.86,843293455,34112.14,0.0,0,0
6021631,469,4,340196.32,1326443434,0.0,0.0,497153622,2067737.58,2407933.9,0,0
5962216,406,1,155521.54,1865322822,300999.0,145477.46,89493210,876772.2,1032293.74,0,0
1105707,130,0,407640.39,322951006,3037256.71,3444897.1,1842022543,763892.54,356252.15,0,0
5203060,370,1,113652.92,1445782968,0.0,0.0,1525713085,3776102.05,3889754.97,0,0
4156210,303,0,117826.11,1343456746,9481102.97,9598929.08,31653907,1117421.65,999595.54,0,0
736016,38,1,230634.77,1514961671,47625.0,0.0,595544951,122034.2,352668.97,0,0
1689917,159,1,135313.42,1841182464,103317.0,0.0,1505225889,2892392.6,3179936.99,0,0
1351525,137,3,16009.97,2039552240,3641.0,0.0,1383340303,0.0,0.0,0,0
5331404,374,1,57992.74,1780361375,14470.0,0.0,1298584812,102004.98,159997.72,0,0
3725908,278,0,45452.55,460962580,658516.53,703969.09,476548455,312308.67,266856.12,0,0
2171939,185,1,207684.67,638078649,25152.0,0.0,115797761,685774.07,893458.74,0,0
1165113,132,3,15820.06,1953919710,16694.0,873.94,314423122,0.0,0.0,0,0
5327026,374,4,1595376.91,117983628,22496.0,0.0,1638927548,878651.03,2474027.94,0,0
1594403,156,1,252590.97,789463097,0.0,0.0,223767390,252815.25,505406.22,0,0
4909001,349,4,778021.17,97253856,11144.0,0.0,1230964128,749572.33,1527593.49,0,0
4974510,352,0,1013.67,615254850,30658.0,31671.67,1671507364,152875.59,151861.91,0,0
4445961,323,1,705301.21,1247328032,153551.0,0.0,869671234,0.0,705301.21,0,0
3748632,279,3,3581.71,459464262,0.0,0.0,1003576068,0.0,0.0,0,0
3803667,281,3,3159.01,2101634089,448326.05,445167.04,522037106,0.0,0.0,0,0
767773,39,3,17322.71,1025001061,0.0,0.0,658633306,0.0,0.0,0,0
2996556,232,0,46631.24,1705880967,1741936.87,1788568.1,1872355470,476157.89,429526.66,0,0
6175754,565,1,117910.33,1132293832,5948.0,0.0,333718464,152728.41,270638.75,0,0
3217927,250,3,31143.82,842198098,0.0,0.0,246163929,0.0,0.0,0,0
2011146,180,4,1911845.57,66547774,0.0,0.0,342289340,5300221.58,7212067.15,0,0
3450916,257,3,12891.18,1973030646,41770.0,28878.82,1868463925,0.0,0.0,0,0
5061434,354,1,6197.59,1184692949,18451.0,12253.41,1554299559,5160253.67,5166451.25,0,0
3370012,254,3,10072.67,1777588240,0.0,0.0,2073702798,0.0,0.0,0,0
4538043,326,3,3227.29,1280755735,410919.0,407691.71,768672718,0.0,0.0,0,0
409035,18,1,372545.63,282861320,11610.0,0.0,802663593,2240341.65,2612887.29,0,0
5588205,394,1,181744.36,1789183341,0.0,0.0,1704796589,2180606.34,2362350.7,0,0
2134343,183,3,29567.14,387467687,20503.0,0.0,1162931683,0.0,0.0,0,0
5709688,398,2,3527.52,1092932018,0.0,0.0,428839088,128034.38,131561.89,0,0
4673745,331,1,305981.64,2081614824,0.0,0.0,2056246223,2641412.77,2947394.4,0,0
2995546,232,0,562604.21,1203373392,326983.0,889587.21,180882411,85190.03,0.0,0,0
3772752,280,0,31090.76,187419522,848738.42,879829.18,490085297,338251.68,307160.91,0,0
2188616,185,3,9525.93,1152045571,68311.31,58785.38,591679612,0.0,0.0,0,0
124822,11,0,310916.01,1387785731,614260.72,925176.73,13459888,764687.68,453771.67,0,0
69778,9,0,115667.25,1390797975,1727169.59,1842836.84,1584216606,247084.21,343809.42,0,0
5481910,379,1,160593.97,2019649809,14643.0,0.0,1546801191,0.0,160593.97,0,0
3485538,258,3,8859.12,1114990853,0.0,0.0,458247798,0.0,0.0,0,0
4657008,330,3,3892.35,1335706078,0.0,0.0,1407490873,0.0,0.0,0,0
5333457,374,3,4933.98,226483108,315358.14,310424.16,2145950722,0.0,0.0,0,0
1224490,133,3,17422.3,1278194974,39560.0,22137.7,1722657980,0.0,0.0,0,0
2769621,213,3,20465.57,1421105876,0.0,0.0,1987753471,0.0,0.0,0,0
4193308,305,1,49318.2,1300045142,0.0,0.0,214782601,86230.94,135549.14,0,0
6255071,597,0,204759.55,1703206449,2358097.33,2562856.89,490423386,435440.03,230680.48,0,0
6155678,548,3,8635.9,1382205228,0.0,0.0,950066049,0.0,0.0,0,0
1414347,139,4,15503.77,1640623942,17134.62,1630.84,145040083,1316173.43,1331677.21,0,0
4695378,331,1,21197.73,1721378806,11051.0,0.0,2052340894,39871.43,61069.16,0,0
2113485,183,1,138719.17,438165334,0.0,0.0,801162238,2520273.56,2658992.73,0,0
4761287,334,0,416893.97,1406349504,3799567.79,4216461.76,1660603699,517825.96,100931.99,0,0
1497601,142,3,12639.21,1002613394,62287.84,49648.63,978746985,0.0,0.0,0,0
759559,38,3,2936.95,2038884202,31347.0,28410.05,2091841217,0.0,0.0,0,0
5832059,402,3,331.17,1386916714,1390.0,1058.83,1333995009,0.0,0.0,0,0
2103588,183,1,180073.89,383691559,0.0,0.0,1543400715,2544335.25,2724409.14,0,0
357985,17,1,158944.85,941614512,0.0,0.0,644392185,5166682.34,5325627.19,0,0
1786747,162,4,200204.18,84930711,0.0,0.0,481291135,2093185.68,2293389.86,0,0
1622536,157,4,61957.94,708917337,20758.0,0.0,381314582,139220.24,201178.17,0,0
3201442,249,4,644019.99,1544910701,39002.0,0.0,1698124134,23478.96,667498.95,0,0
4689225,331,3,9295.05,1973464510,32321.0,23025.95,1286642324,0.0,0.0,0,0
2567466,206,4,355596.38,1909326901,0.0,0.0,1160991509,2298577.45,2654173.84,0,0
1608100,156,0,60043.05,1056015326,133015.0,193058.05,648350677,772063.85,712020.8,0,0
2088074,182,3,2278.93,1962940393,0.0,0.0,529203488,0.0,0.0,0,0
5299221,373,0,199642.95,334345879,9648414.51,9848057.46,366664223,473588.61,273945.65,0,0
1970504,178,4,389845.38,1799288659,249455.92,0.0,1138806458,1940513.19,2586255.69,0,0
